hu1,hu2,hu3,hu4,hu5,hu6,hu7,etiqueta
0.798178590635116,10.0,10.0,10.0,10.0,-10.0,0.0,1
0.798175752285979,8.887208255785492,9.763358849722042,9.999996495436848,-10.0,-9.999999999878773,0.0,1
0.7688584282309073,9.563626787264978,8.117664290257817,8.976918568182555,-9.999999990473768,-9.999967809329386,9.999999994278436,1
0.7975862768523039,6.408890902931814,6.4567536800128655,9.065065297989106,-9.999999956590463,-9.998227582679393,9.999999968108892,1
0.798175752285979,8.887208255785492,9.763358849722042,9.999996495436848,-10.0,-9.999999999878773,0.0,1
0.7664332118041233,5.594404453992408,6.666211755562355,8.486448429977745,-9.999999947715047,-9.985486677197581,-9.999999645219866,1
0.7740075835080582,3.271521672852524,10.0,10.0,10.0,-10.0,-10.0,1
0.7741060073695404,3.2820606217650683,10.0,10.0,10.0,10.0,-10.0,1
0.7740075835080582,3.271521672852524,10.0,10.0,10.0,-10.0,-10.0,1
0.7740075835080582,3.271521672852524,10.0,10.0,10.0,-10.0,-10.0,1
0.7721769672175294,3.237176531543688,7.408966505280421,8.692281757393298,-9.999999960743352,-9.83492522392651,9.999999938830845,1
0.7738856561562361,3.258804647207971,10.0,10.0,-10.0,10.0,-10.0,1
0.7781512501230671,0.0,10.0,10.0,10.0,0.0,0.0,2
0.7781512501230671,0.0,10.0,10.0,10.0,0.0,0.0,2
0.7667529689732541,4.4688708882916695,5.6201029027705465,7.186503458213719,9.99997888148086,9.370061415607733,9.999890612582742,2
0.7781512501230671,10.0,10.0,10.0,10.0,-10.0,0.0,2
0.7781512501230671,0.0,10.0,10.0,10.0,0.0,0.0,2
0.7781512501230671,0.0,10.0,10.0,10.0,0.0,0.0,2
0.778151250123067,0.0,10.0,10.0,10.0,0.0,0.0,2
0.1597056631092738,0.4812980078193678,1.9600933716652458,2.0071895420560364,3.9982800306447652,2.4622422905575574,-4.7268576584290525,2
0.778151250123067,0.0,0.0,0.0,0.0,0.0,0.0,2
0.778151250123067,10.0,10.0,10.0,-10.0,10.0,0.0,2
0.11512120435927546,0.4328904445710298,1.3391519179104334,2.2263434314753625,-4.220197407763796,-2.4474878428909834,4.11228479993564,2
0.778151250123067,0.0,10.0,10.0,10.0,0.0,0.0,2
0.778151250123067,0.0,10.0,10.0,10.0,0.0,0.0,2
0.778151250123067,0.0,10.0,10.0,10.0,0.0,0.0,2
0.7779602044622803,5.721559471855295,6.8053015493296725,8.799686733882478,-9.9999999313193,9.999506606596453,9.999999929519616,2
0.7780558292386172,6.495985811495469,6.783012037326867,8.185739410512296,9.999999382823702,9.99428383118766,9.99999933575844,2
0.778151250123067,0.0,10.0,10.0,10.0,0.0,0.0,2
0.7776520468024992,7.626479796345711,6.514709415703592,8.439377821429973,9.999999500357376,9.99942695171172,9.999999927987195,2
0.7740075835080582,3.271521672852524,10.0,10.0,10.0,-10.0,-10.0,2
0.7740075835080582,3.271521672852524,10.0,10.0,10.0,-10.0,-10.0,2
0.7736775347364349,3.2557494940500438,6.59313539495003,8.064183735278329,-9.999998792827943,9.540401557083685,9.999998765168097,2
0.7737918125080919,3.2740330954954158,6.348645220293958,7.57792969735697,9.999993170130683,9.644785840177908,-9.999989629152529,2
0.7740818391394825,3.279449414415893,0.0,0.0,0.0,0.0,0.0,2
0.7740075835080582,3.271521672852524,10.0,10.0,10.0,-10.0,-10.0,2
0.6961460342589837,2.433623283035863,2.321641897562817,4.0899207438268625,-7.294845923533494,-5.3067242962250045,-9.825615397447889,3
0.6361348710021678,1.9332293659745647,2.2245664193538093,3.15854142223557,5.852428349046825,4.214149628398499,-6.832550080768037,3
0.6961460342589837,2.433623283035863,2.321641897562817,4.0899207438268625,-7.294845923533494,-5.3067242962250045,-9.825615397447889,3
0.6603633124017964,2.1691102134339646,2.1641030056931276,3.3747563802909677,6.272850259161306,4.8792756013270795,-6.318808430708803,3
0.6961460342589837,2.433623283035863,2.321641897562817,4.0899207438268625,-7.294845923533494,-5.3067242962250045,-9.825615397447889,3
0.6961460342589837,2.433623283035863,2.321641897562817,4.0899207438268625,-7.294845923533494,-5.3067242962250045,-9.825615397447889,3
0.778151250123067,0.0,10.0,10.0,10.0,0.0,0.0,3
0.7781512501230671,0.0,10.0,10.0,10.0,0.0,0.0,3
0.7495480151568081,4.744729345202191,5.984324035246229,5.838162036339026,-9.992521386537412,8.273425375206282,-9.998304127446163,3
0.7760983842480624,6.00955293898821,7.711313150240189,7.777158981080793,-9.99999992287984,-9.997333173507508,9.999998710021348,3
0.753131960823718,3.9519746931541957,4.425922654457229,5.626727566745675,-9.994471425188692,7.786903640147438,9.912957184779804,3
0.778151250123067,0.0,0.0,0.0,0.0,0.0,0.0,3
0.7740075835080582,3.271521672852524,10.0,10.0,10.0,-10.0,-10.0,3
0.7732779800897974,3.2491292048390212,6.94486615935501,8.013085849967084,9.999999095411551,-9.660111412668908,9.999998962443588,3
0.7740075835080582,3.271521672852524,10.0,10.0,10.0,-10.0,-10.0,3
0.5738726935306503,2.65181862598997,4.587821892471427,3.7042964141527936,-8.452943818898733,-5.18869372888864,-7.860369365935561,3
0.7740075835080582,3.271521672852524,10.0,10.0,10.0,-10.0,-10.0,3
0.773468143725503,3.244307991894297,7.531407913493607,7.51696049665806,-9.999999396858753,9.174308337891489,-9.99999612241382,3
